employee_id,JobRole,Department,attrition_probability,risk_bucket,avg_engagement_score,avg_satisfaction_score,avg_work_life_balance_score,total_skill_gap_count,skill_gap_list,top_course_recommendation
1206,Research Scientist,Research & Development,0.1513466454523129,Low,3.0,4.0,2.0,23,"Reading Comprehension, Writing, Mathematics, Science, Critical Thinking, Active Learning, Learning Strategies, Monitoring, ESRI ArcGIS software, FileMaker Pro, Integrated development environment IDE software, Medical Scientists HybridAI, Microsoft Exchange, Microsoft Office software, Microsoft Publisher, Microsoft Word, Python, Statistical software, Thermo ToxLab, UNIX, Waters Empower 2, Waters MassLynx, Waters Millennium32",FileMaker Pro Database Development
1207,Human Resources,Human Resources,0.2863700642401507,Low,2.0,1.0,2.0,70,"Reading Comprehension, Mathematics, Science, Adobe Acrobat, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Advanced business application programming ABAP, Airtable, Apple Final Cut Pro, Apple macOS, Arbita OneWorld, Blackboard software, Candidate tracking software, CVTracer, Database software, Drupal, Ellucian Banner Human Resources, Enterprise JavaBeans, eQuest, ESRI ArcGIS software, Evernote, GoBackgrounds, Google Ads, Google Analytics, Google Docs, HRM Direct, Human resource management software HRMS, IBM Cognos Impromptu, IBM Domino, IBM InfoSphere DataStage, IBM Notes, Intelligent Algorithms InfoGIST Platinum Recruiter, Kronos Workforce Timekeeper, Lawson Human Resource Management, LexisNexis, Main Sequence Technologies PCRecruiter, Main Sequence Technologies PCRecruiter Resume Inhaler, Marketo Marketing Automation, MEDITECH software, Microsoft Access, Microsoft SharePoint, Microsoft Visio, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, Microsoft Windows, MicroStrategy, MPAY Millennium, NetSuite ERP, Online databases, Oracle PeopleSoft Financials, Oracle PeopleSoft Human Capital Management, Oracle Primavera Enterprise Project Portfolio Management, Oracle Taleo, Post Once, PowerPlace Professional, Qlik Tech QlikView, Recruit Wizard, Resume converter software, Salesforce software, Sendouts Recruiting, Slack, SmugMug Flickr, Talent Technology HireDesk, Talent Technology Resume Mirror, Talent Technology Talemetry, TalentHook, Technomedia Hodes iQ, Teradata Database, Workday software",SQL Querying for Beginners
1210,Research Scientist,Research & Development,0.4455051582473775,Medium,4.0,5.0,1.0,27,"Reading Comprehension, Writing, Learning Strategies, Monitoring, Adobe Photoshop, Database software, ESRI ArcGIS software, IBM Notes, IBM SPSS Statistics, LexisNexis, Microsoft Dynamics, Microsoft Exchange, Microsoft Office software, Microsoft PowerPoint, Microsoft Publisher, Microsoft Visual Basic, Minitab, National Instruments LabVIEW, PerkinElmer TurboMass, Python, R, The MathWorks MATLAB, Triple G ULTRA Laboratory Information System, UNIX, Waters Empower 2, Waters MassLynx, Waters Millennium32",SQL Querying for Beginners
1211,Sales Executive,Sales,0.3795588340666444,Low,3.0,3.0,1.0,54,"Reading Comprehension, Speaking, Science, Critical Thinking, Learning Strategies, Ab Initio, Amazon Web Services AWS software, Apache Cassandra, Apache Hadoop, Atlassian JIRA, Border Gateway Protocol BGP, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Database management software, Docker, Enterprise JavaBeans, Firewall software, Google Cloud software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM DB2, Informatica Corporation PowerCenter, Kubernetes, Linux, MapReduce big data software, McAfee, Microsoft Access, Microsoft Azure software, Microsoft Dynamics, Microsoft Office Live Meeting, Microsoft Office software, Microsoft Project, Microsoft SQL Server, Microsoft Windows Server, Microsoft Word, MicroStrategy, MicroStrategy Desktop, NortonLifeLock cybersecurity software, Oracle Database, Oracle Solaris, Platform as a service PaaS, Python, R, RESTful API, SAP Adaptive Server Enterprise, SAP Business Objects, SAP software, Security assertion markup language SAML, Structured query language SQL, UNIX, WebEx Sales Center, Wireshark",Enterprise Resource Planning with SAP
1212,Sales Executive,Sales,0.45313722528888056,Medium,4.0,5.0,4.0,38,"Mathematics, Learning Strategies, Ansible software, Apache Hadoop, Apache Pig, Apache Struts, Autodesk AutoCAD, C, Citrix cloud computing software, Database management software, Docker, Enterprise JavaBeans, Extensible markup language XML, Google Cloud software, IBM Cognos Business Intelligence, IBM Cognos Impromptu, JavaScript, Kubernetes, MapReduce big data software, Microsoft Azure software, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft SQL Server, Microsoft Windows Server, MicroStrategy, Oracle PeopleSoft, Perl, Salesforce software, SAP Business Objects, SAP Business One, SAP BusinessObjects Crystal Reports, Security assertion markup language SAML, Single sign-on SSO, Structured query language SQL, Wireshark",JavaScript Web Development Essentials
1215,Manager,Research & Development,0.013167794913190842,Low,2.0,1.0,5.0,71,"Active Listening, Speaking, Active Learning, Airtable, Amazon Web Services AWS software, AMG Teleran SalesInSync, Apple macOS, Atlassian JIRA, Blackbaud The Raiser's Edge, Customer information control system CICS, Database software, Dropbox, Eko, Evernote, Extensible markup language XML, FileMaker Pro, Google Slides, HEAT Software GoldMine, HubSpot software, Human resource management software HRMS, IBM Cognos Impromptu, IBM InfoSphere DataStage, IBM Notes, InnQuest Software roomMaster, Intuit QuickBooks, Kronos Workforce Payroll, LinkedIn, LSA Visual Easy Lean, Maximizer Software Maximizer Enterprise, McAfee, Microsoft Excel, Microsoft Exchange, Microsoft FrontPage, Microsoft Project, Microsoft Publisher, Microsoft SharePoint, Microsoft Visio, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, Microsoft Windows, Microsoft Word, MicroStrategy, Minitab, Mozilla Thunderbird, NetSuite NetCRM, Oracle E-Business Suite Financials, Oracle Eloqua, Oracle Fusion Applications, Oracle Hyperion, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft Financials, Oracle Primavera Enterprise Project Portfolio Management, Oracle Taleo, Qlik Tech QlikView, Quest Erwin Data Modeler, Realization Streamliner, Sage MAS 500, Salesforce software, Salesforce.com Salesforce CRM, SAP Business Objects, SAP Crystal Reports, SAS, Savant MobileRanger, Slack, Social media sites, Sugar CRM, Tableau, Tax software, Vanguard Software Vanguard Sales Manager, Yardi software, YouTube",FileMaker Pro Database Development
1216,Laboratory Technician,Research & Development,0.43028724314877315,Medium,4.0,1.0,1.0,18,"Reading Comprehension, Active Listening, Writing, Learning Strategies, Monitoring, Billing software, Database software, Email software, FileMaker Pro, Google Docs, Medical digital imaging software, MEDITECH software, Microsoft Excel, Microsoft Word, Minitab, National Instruments LabVIEW, Quizlet, Sunquest Information Systems Sunquest Laboratory",FileMaker Pro Database Development
1217,Research Director,Research & Development,0.023533796114120195,Low,5.0,5.0,1.0,12,"Active Listening, Science, Critical Thinking, Learning Strategies, Monitoring, Adobe Photoshop, ESRI ArcGIS software, Graphics software, IBM Lotus 1-2-3, Integrated development environment IDE software, Laboratory information management system LIMS, Web browser software",JavaScript Web Development Essentials
1218,Sales Executive,Sales,0.28056758309991836,Low,2.0,3.0,1.0,46,"Reading Comprehension, Writing, Active Learning, Monitoring, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Cassandra, Apache HBase, Apache Pig, C++, Citrix cloud computing software, Dassault Systemes SolidWorks, Docker, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Google Cloud software, Google Workspace software, Graphics software, IBM Cognos Impromptu, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, Microsoft Access, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Office Live Meeting, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Word, MicroStrategy, MicroStrategy Desktop, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Platform as a service PaaS, Python, React, RESTful API, SAP Business One, Single sign-on SSO, Software as a service SaaS, Teradata Database, Wireshark",C++ Object-Oriented Programming
1219,Laboratory Technician,Research & Development,0.6480712590430722,Medium,2.0,2.0,2.0,14,"Writing, Billing software, Google Docs, Medical system integration software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, National Instruments LabVIEW, Quality control software, SAP software, Specimen tracking software, Sunquest Information Systems Sunquest Laboratory",Enterprise Resource Planning with SAP
1220,Sales Executive,Sales,0.5496445930217557,Medium,5.0,2.0,4.0,55,"Writing, Mathematics, Science, Active Learning, Learning Strategies, Monitoring, Apache Struts, Apple iOS, C, C++, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Firewall software, Google Workspace software, Graphics software, IBM Cognos Impromptu, IBM Domino, JavaScript, Linux, MapReduce big data software, McAfee, Microsoft Active Directory, Microsoft Azure software, Microsoft Office Live Meeting, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, Microsoft Word, MicroStrategy, MicroStrategy Desktop, Network directory services software, Oracle Solaris, Python, R, Ruby, Sales analysis software, SAP Adaptive Server Enterprise, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Scheduling software, Software as a service SaaS, Splunk Enterprise, Structured query language SQL, UNIX, Voice over internet protocol VoIP system software, Web browser software",C++ Object-Oriented Programming
1221,Laboratory Technician,Research & Development,0.1090302811690187,Low,5.0,5.0,3.0,23,"Reading Comprehension, Active Listening, Writing, Speaking, Mathematics, Science, Learning Strategies, Monitoring, Billing software, Commercial plate reader software, Data entry software, Database software, Electronic medical record EMR software, Email software, FileMaker Pro, IBM Notes, Medical system integration software, Microscopic image capturing software, Microsoft Excel, SAP software, Specimen tracking software, Sunquest Information Systems Sunquest Laboratory, Test routing software",FileMaker Pro Database Development
1224,Laboratory Technician,Research & Development,0.27920528578485043,Low,4.0,2.0,3.0,23,"Reading Comprehension, Active Listening, Speaking, Science, Critical Thinking, Active Learning, Monitoring, Billing software, Commercial plate reader software, Data entry software, Electronic medical record EMR software, Email software, FileMaker Pro, Hematology laboratory workflow management software, IBM Notes, Medical digital imaging software, Medical system integration software, Microsoft Office software, Minitab, Quizlet, SAP software, Specimen tracking software, Test routing software",FileMaker Pro Database Development
1225,Research Scientist,Research & Development,0.05569520210060331,Low,1.0,2.0,4.0,23,"Active Listening, Speaking, Mathematics, Science, Critical Thinking, Monitoring, Adobe Photoshop, BioArray Software Environment BASE, Database software, ESRI ArcGIS software, FileMaker Pro, IBM SPSS Statistics, Integrated development environment IDE software, Microsoft Excel, Microsoft Publisher, Microsoft Visual Basic, Python, SAS, Statistical software, Thermo ToxLab, UNIX, Waters Empower 2, Waters MassLynx",FileMaker Pro Database Development
1226,Sales Representative,Sales,0.705719659820788,High,4.0,5.0,4.0,11,"Reading Comprehension, Active Listening, Speaking, Mathematics, Active Learning, Enterprise application integration EAI software, HubSpot software, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Salesforce software",Designing High-Impact PowerPoint Presentations
1228,Manufacturing Director,Research & Development,0.045864239649191715,Low,2.0,5.0,3.0,38,"Reading Comprehension, Critical Thinking, Learning Strategies, Monitoring, Adobe Acrobat, Adobe Photoshop, Autodesk AutoCAD, Citect IIM, Clockware, Computerized maintenance management system CMMS, Distributed control system DCS, Eko, Email software, Employee performance management system, Employee scheduling software, Exact Software JobBOSS, FileMaker Pro, Financial planning software, IBM Notes, IBM Rational ClearQuest, Industrial production manager and stock control software, Landfill gas analysis software, Marel production system MPS, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Word, Oracle PeopleSoft, Plant management software, Prosys Open Platform Communications unified architecture software, PTC Creo Parametric, QUMAS quality management solution software, SAP software, Scadex Technologies MAESTRO, Supervisory control and data acquisition SCADA software, Web browser software, WorkSchedule.net, YouTube",FileMaker Pro Database Development
1231,Human Resources,Human Resources,0.09848206002991211,Low,2.0,2.0,1.0,89,"Speaking, Mathematics, Critical Thinking, Active Learning, Monitoring, Adobe Acrobat, Adobe Creative Cloud software, Adobe Human Capital Application Solution Accelerator, Adobe InDesign, Adobe LifeCycle Enterprise Suite, ADP Workforce Now, Advanced business application programming ABAP, Airtable, Apple Final Cut Pro, Applicant tracking software, ApplicantPro iApplicants, Assessment software, AST Staff Matrix, Background checking software, Blackboard software, Blackdog, Bond International Adapt Staffing, Bond International Software Bond StaffSuite, BrightMove Applicant Tracking System, Candidate screening software, Cluen executive recruitment software, CVTracer, Data Frenzy, Ellucian Banner Human Resources, eQuest, ESRI ArcGIS software, Evernote, Extensible markup language XML, FaceTime, FileMaker Pro, GitHub, GoBackgrounds, Google Analytics, Google Slides, HireAbility ResumeParser, Human resource information system (HRIS), Human resource management software HRMS, IBM InfoSphere DataStage, IBM Power Systems software, IBM SPSS Statistics, Intelius, Intuit QuickBooks, Job posting software, LinkedIn, Loom, Main Sequence Technologies PCRecruiter, Main Sequence Technologies PCRecruiter Resume Inhaler, MEDITECH software, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft Project, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, MicroStrategy, MPAY Millennium, Online databases, Oracle Database, Oracle HRIS, Oracle Hyperion, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Oracle Solaris, Oracle Taleo, Oracle WebLogic Server, Perforce Helix software, Recruit Wizard, Recruitpoint.net, Resource Edge TalentHook Sphere, Resume extraction and search software, ResumeRobot, Sage 50 Accounting, Salesforce software, SAP Crystal Reports, SAS, Silk Road technology OpenHire, Social media sites, StaffingSoft Staffing Edition, Tableau, Talent Technology HireDesk, Tax software, Technomedia Hodes iQ, VCG Pointwing, Vendor management system software",FileMaker Pro Database Development
1233,Sales Executive,Sales,0.06101325802957881,Low,5.0,5.0,3.0,53,"Reading Comprehension, Mathematics, Science, Critical Thinking, Monitoring, Apache Cassandra, Apache HBase, Apache Pig, Autodesk AutoCAD, Border Gateway Protocol BGP, C, Cisco Systems VPN Client, Citrix cloud computing software, Database management software, Docker, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible markup language XML, Google Cloud software, Graphics software, IBM Cognos Impromptu, IBM Domino, Informatica Corporation PowerCenter, Kubernetes, MapReduce big data software, McAfee, Microsoft Active Directory, Microsoft Exchange, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft SQL Server, Microsoft Teams, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Oracle Java, Oracle Solaris, Perl, PHP, Platform as a service PaaS, React, RESTful API, SAP Business Objects, SAP software, Scheduling software, Software as a service SaaS, Structured query language SQL, Teradata Database, Virtual private networking VPN software, Web browser software, WebEx Sales Center, Wireshark",Enterprise Resource Planning with SAP
1234,Laboratory Technician,Research & Development,0.6001091610679224,Medium,4.0,1.0,5.0,12,"Learning Strategies, Monitoring, Billing software, Data entry software, Database software, FileMaker Pro, Hematology laboratory workflow management software, Microsoft Office software, Quality control software, Quizlet, Test result delivery software, Test routing software",FileMaker Pro Database Development
1235,Research Scientist,Research & Development,0.3259388086439723,Low,5.0,5.0,3.0,15,"Writing, Speaking, Mathematics, Science, Learning Strategies, BioArray Software Environment BASE, FileMaker Pro, IBM Notes, Medical Scientists MediSave, National Instruments LabVIEW, PerkinElmer TurboMass, SAS, Statistical software, Triple G ULTRA Laboratory Information System, Waters Millennium32",FileMaker Pro Database Development
1237,Manufacturing Director,Research & Development,0.6696151875635491,Medium,4.0,3.0,1.0,38,"Reading Comprehension, Active Listening, Speaking, Mathematics, Science, Critical Thinking, Active Learning, ABB Optimize IT Predict & Control, Adobe After Effects, Adobe InDesign, Adobe Photoshop, Apple Final Cut Pro, Autodesk AutoCAD, CitectSCADA Reports, Computer integrated manufacturing CIM software, Computer integrated manufacturing CIM warehouse shipping manager software, Eko, Email software, IBM Rational ClearQuest, Industrial production manager and stock control software, JamBoard, Landtec System Software LFG Pro, Marel production system MPS, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Minitab, Oracle PeopleSoft, Plant management software, ProcessPro Premier, QUMAS quality management solution software, SAP Business Objects, Scadex Technologies MAESTRO, Schneider Electric CitectSCADA, Statistical process control SPC software, Web browser software, WorkSchedule.net, YouTube",Designing High-Impact PowerPoint Presentations
1238,Research Scientist,Research & Development,0.04147689017938707,Low,1.0,3.0,3.0,28,"Reading Comprehension, Active Listening, Writing, Mathematics, Science, Active Learning, Learning Strategies, Monitoring, Adobe Photoshop, BioArray Software Environment BASE, Database software, Integrated development environment IDE software, LexisNexis, Medical Scientists MediSave, Microsoft Excel, Microsoft Exchange, Microsoft PowerPoint, Microsoft Publisher, Microsoft Word, Minitab, National Instruments LabVIEW, PerkinElmer TurboMass, SAS, Statistical software, Thermo ToxLab, Triple G ULTRA Laboratory Information System, Waters Empower 2, Waters Q-DIS/QM LIMS",SQL Querying for Beginners
1239,Sales Executive,Sales,0.7048403483163694,High,4.0,5.0,5.0,61,"Reading Comprehension, Writing, Active Learning, Ab Initio, Amazon Web Services AWS software, Apache HBase, Apache Pig, Atlassian JIRA, Border Gateway Protocol BGP, C, C++, Cisco Systems CiscoWorks, Citrix cloud computing software, Dassault Systemes SolidWorks, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Extensible markup language XML, Firewall software, Google Workspace software, Hewlett Packard HP-UX, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, JavaScript, Kubernetes, Linux, MapReduce big data software, McAfee, Microsoft Access, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft PowerPoint, Microsoft Teams, Microsoft Visio, Microsoft Windows Server, Microsoft Word, MicroStrategy, MicroStrategy Desktop, Network directory services software, Oracle Java, Oracle PeopleSoft, PHP, Platform as a service PaaS, Python, R, React, Sales analysis software, Salesforce software, SAP Adaptive Server Enterprise, SAP Business One, SAP software, Scheduling software, Security assertion markup language SAML, Splunk Enterprise, Teradata Database, Voice over internet protocol VoIP system software, Web browser software",C++ Object-Oriented Programming
1240,Sales Executive,Sales,0.2931952123036254,Low,1.0,4.0,3.0,43,"Reading Comprehension, Writing, Speaking, Critical Thinking, Amazon Web Services AWS software, Ansible software, Apache Pig, Apple iOS, C, C++, Cisco Systems CiscoWorks, Dassault Systemes SolidWorks, Docker, Extensible hypertext markup language XHTML, Extensible markup language XML, Google Cloud software, Graphics software, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM DB2, Kubernetes, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft SharePoint, Microsoft SQL Server, Microsoft Teams, Microsoft Visio, MicroStrategy, NortonLifeLock cybersecurity software, Oracle Database, Oracle Java, Oracle Solaris, Perl, Platform as a service PaaS, RESTful API, SAP BusinessObjects Crystal Reports, Security assertion markup language SAML, Software as a service SaaS, Teradata Database, UNIX, Virtual private networking VPN software, Web browser software, Wireshark",C++ Object-Oriented Programming
1241,Research Scientist,Research & Development,0.15034634424000556,Low,4.0,4.0,3.0,20,"Writing, Science, Critical Thinking, Active Learning, Monitoring, Adobe Photoshop, BioArray Software Environment BASE, IBM Notes, Integrated development environment IDE software, Linux, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft Publisher, Python, StataCorp Stata, The MathWorks MATLAB, Thermo ToxLab, Waters Empower 2",Linux System Administration Basics
1242,Research Director,Research & Development,0.2899401880785091,Low,4.0,4.0,1.0,22,"Reading Comprehension, Writing, Speaking, Mathematics, Critical Thinking, Learning Strategies, Monitoring, Adobe Photoshop, Clinical trial management software, ESRI ArcGIS software, Graphics software, IBM Lotus 1-2-3, IBM SPSS Statistics, Microsoft Access, Microsoft Outlook, Microsoft PowerPoint, R, SAP Business Objects, STATISTICA, Structured query language SQL, The MathWorks MATLAB, Web browser software",Designing High-Impact PowerPoint Presentations
1243,Sales Executive,Sales,0.2442742410044234,Low,5.0,2.0,3.0,40,"Speaking, Science, Active Learning, Monitoring, Apache Struts, Autodesk AutoCAD, C, C++, Citrix cloud computing software, Dassault Systemes SolidWorks, Enterprise JavaBeans, Google Cloud software, Graphics software, IBM Domino, Informatica Corporation PowerCenter, JavaScript, MapReduce big data software, Microsoft Azure software, Microsoft Excel, Microsoft SharePoint, Microsoft SQL Server, Microsoft Windows Server, Microsoft Word, MicroStrategy Desktop, NortonLifeLock cybersecurity software, Oracle Java, Perl, Platform as a service PaaS, R, React, RESTful API, Ruby, SAP BusinessObjects Crystal Reports, SAP software, Splunk Enterprise, Structured query language SQL, Teradata Database, UNIX, Virtual private networking VPN software, Web browser software",C++ Object-Oriented Programming
1244,Research Scientist,Research & Development,0.6138742220433543,Medium,2.0,3.0,5.0,24,"Reading Comprehension, Active Listening, Writing, Mathematics, Critical Thinking, Monitoring, BioArray Software Environment BASE, ESRI ArcGIS software, FileMaker Pro, IBM Notes, IBM SPSS Statistics, LexisNexis, Medical Scientists MediSave, Microsoft Exchange, Microsoft PowerPoint, Microsoft Visual Basic, Microsoft Word, Python, SAS, The MathWorks MATLAB, Thermo ToxLab, Triple G ULTRA Laboratory Information System, UNIX, Waters Millennium32",FileMaker Pro Database Development
1245,Manufacturing Director,Research & Development,0.026601703174811437,Low,3.0,5.0,5.0,30,"Active Listening, Writing, Science, Critical Thinking, Active Learning, Adobe Acrobat, Adobe After Effects, Adobe InDesign, Apple Final Cut Pro, AVEVA InTouch HMI, Computer integrated manufacturing CIM time manager software, Computer integrated manufacturing CIM warehouse shipping manager software, Database software, Eko, Email software, FileMaker Pro, JamBoard, Landfill gas analysis software, Microsoft Excel, Microsoft PowerPoint, Microsoft Project, Minitab, Oracle PeopleSoft, ProcessPro Premier, Scadex Technologies MAESTRO, Schneider Electric CitectSCADA, Web browser software, WorkSchedule.net, WorkTech MAXIMO, YouTube",FileMaker Pro Database Development
1246,Research Scientist,Research & Development,0.017355374206781127,Low,4.0,3.0,2.0,26,"Speaking, Mathematics, Science, Critical Thinking, Monitoring, BioArray Software Environment BASE, Database software, FileMaker Pro, IBM SPSS Statistics, Integrated development environment IDE software, LexisNexis, Medical Scientists MediSave, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, Microsoft Word, National Instruments LabVIEW, Python, R, Thermo ToxLab, UNIX, Waters Empower 2, Waters MassLynx, Waters Q-DIS/QM LIMS",FileMaker Pro Database Development
1248,Research Scientist,Research & Development,0.743708605680382,High,5.0,3.0,2.0,20,"Reading Comprehension, Active Listening, Writing, Speaking, Mathematics, Active Learning, Monitoring, ESRI ArcGIS software, FileMaker Pro, LexisNexis, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, Minitab, R, The MathWorks MATLAB, Thermo ToxLab, Triple G ULTRA Laboratory Information System, UNIX, Waters Q-DIS/QM LIMS",FileMaker Pro Database Development
1249,Research Scientist,Research & Development,0.034603220683511675,Low,2.0,4.0,2.0,21,"Active Listening, Speaking, Science, Active Learning, Monitoring, Database software, ESRI ArcGIS software, Linux, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Project, Microsoft Visual Basic, Microsoft Word, Minitab, PerkinElmer TurboMass, Python, Thermo ToxLab, Waters Empower 2, Waters MassLynx, Waters Q-DIS/QM LIMS",SQL Querying for Beginners
1250,Research Director,Research & Development,0.0006379320316212159,Low,4.0,5.0,1.0,21,"Speaking, Science, Critical Thinking, Active Learning, Learning Strategies, Monitoring, Adobe Photoshop, Clinical trial management software, IBM Lotus 1-2-3, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft Visio, Microsoft Word, R, SAP software, SAS, StataCorp Stata, Web browser software",Enterprise Resource Planning with SAP
1251,Healthcare Representative,Research & Development,0.4831617237506916,Medium,5.0,5.0,3.0,19,"Writing, Speaking, Mathematics, Critical Thinking, Admissions, discharge, and transfer ADT software, Corel WordPerfect Office Suite, Database software, eClinicalWorks EHR software, FaceTime, Henry Schein Dentrix, Manhattan Cross Cultural Group Quality Interactions, Medical condition coding software, Microsoft Access, Microsoft Dynamics, Microsoft Exchange, Microsoft Office software, Patient satisfaction assessment software, PracticeWorks Systems Kodak WINOMS CS, Prognosis Solutions ResolvPRM",SQL Querying for Beginners
1252,Healthcare Representative,Research & Development,0.13864353948091035,Low,2.0,3.0,2.0,17,"Reading Comprehension, Active Listening, Writing, Science, Critical Thinking, Learning Strategies, Complaint management software, Customer Expressions i-Sight, Data entry software, eClinicalWorks EHR software, Manhattan Cross Cultural Group Quality Interactions, Microsoft Dynamics, Microsoft Exchange, Microsoft Office software, Microsoft PowerPoint, Pemimic Patient Relations Suite, Prognosis Solutions ResolvPRM",Designing High-Impact PowerPoint Presentations
1254,Sales Executive,Sales,0.1149735104600898,Low,3.0,1.0,5.0,49,"Reading Comprehension, Speaking, Active Learning, Learning Strategies, Monitoring, Ab Initio, Amazon Web Services AWS software, Ansible software, Apple iOS, Autodesk AutoCAD, C, C++, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Database management software, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible markup language XML, Graphics software, IBM DB2, IBM Domino, JavaScript, Kubernetes, McAfee, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Exchange, Microsoft Project, MicroStrategy Desktop, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Oracle Solaris, Perl, PHP, Platform as a service PaaS, R, React, RESTful API, Sales analysis software, Scheduling software, Software as a service SaaS, Splunk Enterprise, Structured query language SQL, WebEx Sales Center, Wireshark",C++ Object-Oriented Programming
1255,Research Director,Research & Development,0.009418566380157672,Low,3.0,1.0,1.0,18,"Reading Comprehension, Active Listening, Mathematics, Critical Thinking, ESRI ArcGIS software, IBM SPSS Statistics, Integrated development environment IDE software, Laboratory information management system LIMS, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, SAP Business Objects, SAP software, SAS, StataCorp Stata, STATISTICA, The MathWorks MATLAB",Enterprise Resource Planning with SAP
1256,Manager,Research & Development,0.06768908603286769,Low,4.0,4.0,2.0,66,"Speaking, Mathematics, Active Learning, Learning Strategies, Monitoring, Act!, ActionWare, Adobe Acrobat, ADP Workforce Now, AMG Teleran SalesInSync, Atlassian Confluence, Avidian Technologies Prophet, Blackbaud The Raiser's Edge, Customer information control system CICS, Database software, Deacom ERP, Dynamic Energy Systems MedAct, Eko, Evernote, Extensible markup language XML, Facebook, FileMaker Pro, Flipgrid, Fund accounting software, Geographic information system GIS software, Google Ads, Google Analytics, GroupMe, HEAT Software GoldMine, IBM Cognos Impromptu, IBM Domino, IBM Notes, Kronos Workforce Payroll, Kronos Workforce Timekeeper, LexisNexis, LSA Visual Easy Lean, Marketo Marketing Automation, Microsoft Access, Microsoft Excel, Microsoft FrontPage, Microsoft PowerPoint, Microsoft Visual Basic for Applications VBA, Microsoft Word, Minitab, NetSuite NetCRM, Oracle Business Intelligence Enterprise Edition, Oracle E-Business Suite Financials, Oracle Eloqua, Oracle PeopleSoft, Qlik Tech QlikView, Sage 50 Accounting, Sage MAS 500, Salesforce.com Salesforce CRM, SAP Crystal Reports, SAS, Savant MobileRanger, Screencastify, Siemens NX, Social media sites, Software on Sailboats Desktop Sales Manager, StataCorp Stata, Tableau, Tax software, Teradata Database, The MathWorks MATLAB, YouTube",FileMaker Pro Database Development
1257,Research Scientist,Research & Development,0.16588100959180632,Low,2.0,1.0,1.0,21,"Writing, Speaking, Mathematics, Critical Thinking, Learning Strategies, Monitoring, Adobe Photoshop, Integrated development environment IDE software, LexisNexis, Medical Scientists HybridAI, Medical Scientists MediSave, Microsoft Exchange, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, Minitab, National Instruments LabVIEW, SAS, StataCorp Stata, Thermo ToxLab, Waters MassLynx",Designing High-Impact PowerPoint Presentations
